sentiment,tweet
pos,صرح مي رجل جلد نصر جلد تقل صرو قول اسف انت rolling_on_the_floor_laughing
pos,قلب smiling_face_with_heart-eyes
pos,جز الل خير rose
pos,سلم قان وعي ادر خطء صوب صبح rose rose rose
pos,صبح hugging_face
pos,ودي ضحك لان تحد قدم اقل face_with_tears_of_joy
pos,ذكر لقء نصر تحد سعه police_car_light
pos,ღ امة باب وجب رد دين أنہ قصة حب يضء طرب بقى طفل guitar
pos,صبح tulip
pos,برا ثني طبع افي رد نهى ركز برا همة face_with_tears_of_joy face_with_tears_of_joy
pos,يا خوة ريق خبر بطح تقم شاخ face_with_tears_of_joy
pos,خلة لي مان smirking_face
pos,جمل دي عظم داع امر اتا تب الل لك اتا امن قلب purple_heart
pos,رقي ردة rose
pos,رائيل خون عرب اسء عرب خان طعن ظهر خلى سلم سلم
pos,وجه نحب الل تغب شغل دنا جمل حية عزز ذكر rose two_hearts hibiscus two_hearts rose
pos,صبج ملك صبح خير purple_heart blossom
pos,صحى عمر صحى قلب musical_score
pos,حمد سقط احنف عصم ال طمأ بلد شاف اشي وين حوج لي عجل درج stop_sign bicycle
pos,هذي عبر حكم thumbs_up
pos,حبا عبر صدم وجه ناس عرف عمر نقش طول face_with_tears_of_joy
pos,خلص زعل face_with_tears_of_joy
pos,نتا نوع face_with_tears_of_joy
pos,قلب يا رفق تقى folded_hands
pos,برك فوز شقرد كفو كفو كفو لي شفي لمس درب شوط شوط ثني يقل درب سيئ
pos,ام عكي لئك رحم عال سم rose
pos,فرغ قتل face_with_tears_of_joy
pos,ادن ال شرف بيت face_savoring_food
pos,سبس تبع صلى جدد teacup_without_handle see-no-evil_monkey see-no-evil_monkey rose
pos,بمو حزن
pos,جمع طيب برك ليئ ذكر حمد شكر صل سلم بار نبي حمد صحب جمع سعد
pos,فهم حب غلط حرم يست kissing_face_with_closed_eyes
pos,نعل red_heart
pos,جوب وجى دير
pos,شعر جمل عبد حن قدر ظرف زعل رضي يا اهل green_heart
pos,صل سلم سيد حمد اذكر ذكر اغفل ذكر غفل blue_heart
pos,امك ازد قطع غطى زوا كثر سلط ضوء
pos,صبح لي منب قيل revolving_hearts
pos,تمر صبح tongue
pos,شكل طينى خلق خلق لسط face_with_tears_of_joy
pos,صبح ترد لنا دعء خاب لنا رجء تسك جسد داء تشم بنا عدء دفع غم بلء cherry_blossom
pos,امن ربع ماغرقو face_with_tears_of_joy
pos,جد نتا تب صاف smiling_face_with_sunglasses
pos,اوك غني bts عجب مر حسا مر رقص رقص سهل يمد طبق red_heart
pos,امن herb tulip
pos,الل سعد smiling_face_with_heart-eyes
pos,عوز حاج حرش دهي مبر حمة رسي دهي face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
pos,طيب خلص new_moon_face
pos,انا صبح سهر قصد غد صحب
pos,غفر الل عظم اتب غفر الل عظم اتب غفر الل عظم اتب tulip palm_tree tulip palm_tree palm_tree tulip
pos,انا حب رهد برض face_with_tears_of_joy
pos,عطف قسي جبر وصل طرق love_letter
pos,حقد شخص حظر ادن ارس كثر مرة شهد
pos,انا رفع علك قضة لان سوي خين زي عم لجن زفت طين هذلول rolling_on_the_floor_laughing
pos,اقل نمي كير اصح كير صبح خير slightly_smiling_face rose
pos,سود ونا لبن smiling_face_with_sunglasses
pos,اني اوى أوى حية عز أوى اله yellow_heart
pos,صبح نور نشن بنت تقل صبح خير محد راد علج عده خرف كثر face_with_tears_of_joy
pos,make it for us and u can do it فرح دمع يا رب هنفضل معى طول عمر ورى حصل flexed_biceps open_hands red_circle
pos,قل ﷲ الد كنى كف قل عوذ رب شر خلق شر غسق rose rose
pos,خلگ گڏآ طبعگ معآ گل آجنآس اهل قلۆب صآفيہ مستريحہ rose
pos,خير عضو مهم جسم فعل قرر فسيولوجي yellow_heart
pos,سلي لي ردة لي rolling_on_the_floor_laughing
pos,وفق طلب طلب منى حرز نتج تقدم سهم رفع جيل Saudi_Arabia
pos,ورى نيت حبب ببج نوب beaming_face_with_smiling_eyes
pos,رحہ سجد لگ آكآ heart_suit
pos,كثر فرق فئة رجل كبت بدي رهق فرق بلو طبعآ فرق يس ليف ذكر مرة قنة
pos,كرى سان بطقش اشف صور سمع صوة blue_heart
pos,عش دهي عيش رتح face_with_tears_of_joy
pos,خلص شيء كفء كتب green_heart
pos,قوى جاي قوى الل وفق smiling_face_with_heart-eyes OK_handlight_skin_tone
pos,متن اهب الل لك صغر yellow_heart
pos,رجم شيخ حمد كثر جلس جلس قرأ قرئ جمع صغر سيط بلغ herb
pos,تب نتا عطى وصف اين اتا حرف انت سيد كتب سطر انة وحة غنء
pos,نمى تخل ذول جنح وسم قدم ظهر شمخ قعو الل خفى ونا شبب نقل smiling_face_with_heart-eyes fire fire
pos,كوى مطر هوي نبه blue_heart
pos,ياعمرريي يازييننكك الل سعد وجه حلو عنى ردد face_with_tears_of_joy
pos,صبح نشط حاج جمل وعد يرب فرم purple_heart
pos,ذكر افز ودك طول عمر ذكر blue_heart
pos,رئع ابن قيم palm_tree sheaf_of_rice herb
pos,نسى فضل لخص زوج نجح كنو قدم رخء لي خلى طلع شد صدق عنى blue_heart
pos,عدس متع صرة جمل يتر هالفتر نصح تبع smiling_face_with_heart-eyes smiling_face_with_heart-eyes cherry_blossom glowing_star glowing_star glowing_star glowing_star
pos,شرى جن ردس سكن ركع جوف ليل خفى leaf_fluttering_in_wind
pos,هدل شوي يا ابوهلالة رؤق حكل شوى لي بعص جيش يبي قصف خونج خسه لعن relieved_face nerd_face
pos,عون الل حفء نقل بنى جدد حرض وفق
pos,وفى سلم لحق صلح purple_heart
pos,راز يبن كلب افي خرب مشى قدم سرع
pos,اقل يفو برا تحد شف فخم بوى جمهور حضر flexed_biceps
pos,كفى يول عهد كفى انت امل الل ارد بشر عمم فرح green_heart green_heart dove dove
pos,سم الل رحم رحم الل الل رب شرك شيء حمد شكر احا اتن crown crown
pos,سبح الل حمد اله الل الل كبر rose
pos,اعل معى خرج كوكب خرج تغط دكس جمع عفت globe_showing_Europe-Africa rocket spiral_calendar alarm_clock
pos,رب قت قلب زهر صبح توق pm cherry_blossom
pos,انة سأل قطر مطر فرج جاب دعء شفء ريض رحم ميت
pos,طرق folded_hands
pos,حرك لي موم وسى صدف تخف ثبت لي كثر نهم ينز نهم
pos,عمر وعب موت مشى سن حسى سفر بكى مر تشف حد راف حد توف
pos,خط سرع انا سرع فتح سير اود كبر ششة عيش جوء سئق grinning_face_with_sweat
pos,انا وحد ال فرج face_with_tears_of_joy
pos,جوء ريض فتن سحر روع فتن ادن ارس blue_heart
pos,نهي ادء كوتشيل برل camera_with_flash growing_heart
pos,نتا قلب خذي heart_with_arrow
pos,زعل صلح خط انا سمح نبذ حب heart_with_arrow
pos,مان قول عش انا ورى face_with_tears_of_joy
pos,دوب صحي slightly_smiling_face
pos,امن ناس عرف فتر قصر منى اني عرف سن كثر جمل لطف ال yellow_heart
pos,صبح لذ بدأ بك بدأ كمل جر شرق شمس نسم غفي ثقل ليل صبح
pos,الل سمع دعء rose
pos,حدد نوع دشر عش جوب slightly_smiling_face
pos,هه ماتوصل هدرج خسى اقل نشد ندى ثني وين وفء
pos,عقد ضعف عقل خلق نهو شتم نسء حرم face_with_tears_of_joy
pos,امن يرب growing_heart
pos,نبه خطر رحل اصل هالفتر عقل خلو يلح كذب face_with_tears_of_joy
pos,وقع دهي كبر ليل يم كبر زاتو victory_hand
pos,عطى عفي جمع خصص خصء يزر مجد smiling_face_with_heart-eyes
pos,نخل جن سبح الل عظم حمد heart_suit
pos,حكو صحب عرفتو سند عنى purple_heart
pos,نصح سمع اقل لك قلب ليل leaf_fluttering_in_wind love_letter postal_horn
pos,كفي شيي بق وحد دمغ سحت كتر وقع فكر face_with_tears_of_joy
pos,الل لئك صلى نبي يآ امن صلى سلم سلم
pos,morning روق صبح صوت مطر yellow_heart
pos,دوم بقء rose
pos,فتح باب ؤذڪ حرم بال ڪان ٱلطارق شخص احب herb
pos,استرعوراتي امن روع حفظ يد يمن شمل عاذ عظم غال حت red_heart red_heart
pos,جين يتش انا تخل sun_with_face
pos,عرف اسم ذكر ناس rolling_on_the_floor_laughing
pos,تزن طقطق smiling_face_with_sunglasses backhand_index_pointing_down backhand_index_pointing_down blue_heart yellow_heart
pos,بدا عصر فك لك حلو face_with_tears_of_joy
pos,طرق تجه ديو راديو the elvis duran عذر خطأ camera
pos,سعد صبح خير rose
pos,امك تعش بلا ادر حي شكل جيد عقد تكء اخر وضع ام cherry_blossom
pos,صحب تفه زعل قلتل هاب رثد يلد slightly_smiling_face
pos,كنگ وزع صور طرق گل ادقق حاج قيتگ
pos,رئس جلس عسكر سود فرق ركن خرج كلة عسكر عرق كلة ارك عرق دور
pos,تنس قرآ
pos,فرج حال two_hearts
pos,شائم زحم حية شكل دئم شيء جمل نظر لحظ rose
pos,هذي جرب نحط قئم امن smiling_face_with_heart-eyes
pos,خوى غلي بوى ري ودي شرف خار ذوق اعد انم متابعينك ال
pos,شيل مفيهااش صور تحس كدا ناس مر تشف بنت سن خطب كلمو دعل ربن وفق ودع سكو cherry_blossom
pos,سم الل رحم رحم smiling_face_with_halo
pos,كاب جيش دي سمح smirking_face
pos,جمل حية نهر عطء تمز مل دعم
pos,بلغ رمض بلغ وطمأنينه حية ريم seedling
pos,صبح خير purple_heart
pos,عيد كوت يا بلد Saudi_Arabia Kuwait
pos,الل ايم بسط yellow_heart
pos,مهرزاد زدي قيم جهنم رجم هدف جحفل watermelon
pos,عجب كي نبض ارض بعث حية دوم blue_heart
pos,فك بلك عش نرد زلم عطى رمل نفط face_with_tears_of_joy
pos,جين ادء كي ات كوتشيل برل video_camera
pos,جاب folded_hands
pos,خير rose rose
pos,برك فوز يا زعماء ريق فشل يل فوز ثلث نقط blue_heart
pos,ماش قول ناس حت حت تان red_heart
pos,سأل يا الل ايم قدم صنع لي فرح سعد دهر اهب لي سعد ادم ابتسامتي عمر heart_suit
pos,سعة بال وجه ظرف وجه ضحگ محب وجه جمل violin
pos,ظلم ظلم قيم ترى اعب ودم مو اكن تقى الل زل منى blue_heart
pos,جمل يقظ شكر عرف فضل بعث انس فؤل يمن لقى طاب وطب shamrock
pos,عني مال blue_heart
pos,روى بك روح ضلع حك جمل شيء حية revolving_hearts
pos,خرب بيت بدع thumbs_up
pos,كمل طرق لذ شرح صدر حدا نعت ظلم طرق طرق خطى خط نور قلب red_heart
pos,حشد جماهير وسع خلل جمع سير عود كسر حصر خيم ملك شرق دين movie_camera
pos,برك الل قر كون حرب فكر
pos,صاح رز بدن ملح smiling_face_with_halo
pos,انا حبا فرش ذبن متع حرك لي طرد عيل مايقصر face_with_tears_of_joy smiling_face_with_horns
pos,الل الل جمل بوح صبح خير folded_hands
pos,اقل ياش طفر slightly_smiling_face
pos,سهل لعد حذف كثر الل خير face_with_tears_of_joy
pos,عنش توب face_with_tears_of_joy
pos,يرب مطر كتب دور نصب هلل blue_heart
pos,حلو سوه اوي شرك two_hearts
pos,نسل جمع دعي جاب ذنب غفر حاج قضى غفرل رحم إشف مرض غفر
pos,حب وحد مسس ندم حب اب اب حضن وحد لجأ امن تاه تعد red_heart
pos,صبح خير طيب سمع متع purple_heart
pos,ديث صدق قدم مر شعر نهو ديث ايم عثل رسل قلى نهو ديث ولع باه
pos,صبح طهر اخي ونس rose
pos,جمل دوح حز مطر
pos,اجي دعى حاج اقل طبع دي حيل حصل مينفعش دهي طول تيج بال ايه دي ادع لي
pos,تهل نمس سلط نسى حيد ام rose rose
pos,صبح مطر جمل حية محب حقق امن rose
pos,يا نسم ليل جمل يا نسم ليل فاز هلل برك يا زعمااء blue_heart blue_heart party_popper
pos,ترى عرف حب شخص انا عرف مزز smiling_face_with_halo
pos,طلب برز هلك يشي thinking_face beaming_face_with_smiling_eyes
pos,صبح جمل وثق الل خاب سعة عسر يسر بك صبح صبح خير two_hearts red_heart
pos,فاز نصر احس حية ناس كثر حظى وقت نسي شكل شعر بؤس
pos,دمي الل لي ابا عجز عطء ابد دمي الل لي ثقل حب purple_heart
pos,شكر لإب ندي بار كاب صلح صقر ضمم جلس درة كاديم فقه كرة
pos,خبر ترا تقل كذب كمن اثب درس ظهر جرب smirking_face
pos,نمي دحا smiling_face_with_sunglasses
pos,صبح ال سم ورا وجه خير purple_heart dove
pos,دعه دئم بقء امة صوت امة رئح امة حدث امة بقء طول blue_heart
pos,درس اختباراتي غيم سرع هطل بشر عسر يرب سهل لي hibiscus
pos,عدى new_moon_face
pos,مسائڳم سمآ هدء خآليہ عتب شخص گآن مسأءګم عأد revolving_hearts revolving_hearts
pos,صبح خير hugging_face
pos,الل برك سعد purple_heart
pos,لي لبس زيد حاجتو ايبغ نظف رتب فاد افد اجر فرح slightly_smiling_face backhand_index_pointing_downmedium-light_skin_tone
pos,اب ام purple_heart
pos,اطع صف شعر اطع قول ونى شعر بك روح yellow_heart
pos,فضل جاز دور بطل كمل دور عنى زي زي فرق دور بطل ورب beaming_face_with_smiling_eyes
pos,بخل ترى رب ريم blue_heart
pos,كنت اشف نكى كف حية كف عزم قلب خلى حية وجى ثرا فرض حصد بحر ضف يتن حبا كثر حب
pos,عرف قطع smiling_face_with_heart-eyes
pos,شي sun_with_face
pos,ابي حلف نكى مو عتب OK_hand
pos,صعب شي جرد تسل قلب شخص شي بحة blue_heart
pos,الل لئك صلى نبي يا امن صلى
pos,موت ادر انت قتل انا ابد انت لسن قلب كتم هوى دمع هوى
pos,لي امر قدم حي حصد قطف ثمر ذكر شرح حرص
pos,عذب ريش مقس وصل حال
pos,وين حبب اعل rose
pos,ختا جار لي تقل بدر رئس سيس حد نزل سال طلق زوج توف قالتل زوج
pos,hehe جز الل خير grinning_squinting_face rainbow
pos,صبح رضا heart_with_arrow
pos,رب اتن دنا حسن اخر حسن قن عذب نار
pos,شاء الل برك الل تهل عبدالرحمن خير بار الل بار
pos,لفا لفا لفا برر نجم sparkles cherry_blossom cherry_blossom cherry_blossom cherry_blossom cherry_blossom cherry_blossom cherry_blossom cherry_blossom sparkles
pos,ايه حاج عال smiling_face_with_sunglasses
pos,زاد smiling_face_with_heart-eyes smiling_face_with_heart-eyes
pos,لكم سبق عيف حاج خذل blue_heart
pos,تاح فرض خبر خبر هدف اذن الل
pos,يا رب red_heart
pos,ونا وفق new_moon_face
pos,ترى صبح خير بشر قلة تحب اغل قلة خسر كسب ردد خير جمل معا ود two_hearts
pos,شهة صبح ابي نحف سلب بدل بدن دخل جاد انا رجل شعر سلب فتح كاش fire smiling_face_with_smiling_eyes fire slightly_smiling_face
pos,حمد عمر جدد جدد tulip
pos,يرب استودعتك خفا خير دبر خير ودع ودع
pos,اقل دوستويفسكي طمأ جحم جمع امر سحق شرس كون اسأ yellow_heart
pos,لاس خلص سيز وني حسس اني ضغط عال face_with_tears_of_joy
pos,بوت عنو ررجل blue_heart
pos,جاء حبب يتم كون درب ضلل سقم انر كون علل ظلم dizzy
pos,ياو حكم grinning_face
pos,ماش عم ظبط معي smiling_face_with_heart-eyes
pos,دهن عتق ديك رخ ماش هتفرق مهم وضع مينتهيش كتكو
pos,نام اني خطب نبر رسل حلم نتا احب نصح وجه احب غيب ثقة الل open_mailbox_with_raised_flag e-mail scroll dim_button
pos,اال صلى سلم بار سيد نبي حمد صلى الل سلم hibiscus
pos,جد يخت الل جنن نبغ عقل face_with_tears_of_joy
pos,نسى لي eyes
pos,عقل فرح معى grinning_face_with_sweat
pos,بك صبح red_heart
pos,اية عظم وضع دة يعم سيد رجب red_heart
pos,بوى عبد وضح نكى طفش كرويف عيل قعد جرب بنز عجب سدد face_with_tears_of_joy
pos,شكل حلو ريح smiling_face_with_heart-eyes
pos,عبر طمأ قلب تضق بك حية شرك smiling_face_with_smiling_eyes
pos,فتر رئس امر مد سنو قصى مد است رئس امر سير بنء عطء
pos,شاف لون سمء بحر لون هلل زعل
pos,احب اجب مان حرم smiling_face_with_smiling_eyes
pos,فرح صحة اذن فجر كد اقم صلا red_heart
pos,حتج لاف كتر rose red_heart
pos,اخة الد امي red_heart
pos,لآ هدى مر بهآ ذكرى رآب musical_score
pos,ال فهم سلم دوسر جبي قول سعد فهم لاه نصر خذا كسي ملك ثلث smiling_face_with_halo
pos,شرق سمء نور رب طل زهر بسم hibiscus
pos,نقش اشد عمل ثلث جود قلة ورع خلو حق رجا اخف نقش black_nib black_nib
pos,هه صدع فل هه
pos,سلم شاف شر شاء الل رب حفظ لكم طول عمر عالصح عفي two_hearts
pos,انا حب بدل ارء عنى نتا هتقول رأي ونا هقل حط وفى face_with_tears_of_joy
pos,صبح خير نيب نظر كتب لك تصل بك صبح شكر الل حية انت blue_heart red_heart red_heart
pos,صدق يا خوى face_with_tears_of_joy
pos,نتا غلى مايوصل قيم سحب عال سمء مايوصلونك لفا blue_heart blue_heart backhand_index_pointing_leftlight_skin_tone
pos,روق اصل relieved_face
pos,يرب ود كذب شكل ادر ولد طلل face_with_tears_of_joy
pos,هه ريم اخل كمل فئد ذكر ليف ليل تدم winking_face_with_tongue
pos,الل خلى لي غرم طار الل خلى طول عمر fallen_leaf
pos,جلا وفق grinning_face_with_sweat
pos,حد بشر ذوق نهى ذوق فن blue_heart
pos,خجل الل كرم منح قسم حيل green_heart
pos,الل سيل جزة حلو غث
pos,قرآ فرح امل حل شفء نصر yellow_heart green_heart blue_heart purple_heart herb
pos,كفى فخر ونى غطى سود كفى حجت دير لك قر رحل انا رحل اذى OK_hand
pos,هبط مسى جبه ارض رجف ارح ضجج روح يا الل blue_heart
pos,انا همل وحش اذ اقر
pos,عم ربط عم قضي الل خلى الل الل يخد قول امن هه red_heart broken_heart unamused_face backhand_index_pointing_down smiling_face_with_heart-eyes broken_heart slightly_frowning_face hugging_face face_with_tears_of_joy
pos,اله انت سبح اني كنت ظلم cherry_blossom cherry_blossom
pos,غرب ردد لقم عيش صعب winking_face
pos,شاف صور دمع سبق كثر جيت مسح اخل فرق ضحك عي فرق الل لعن ابوالفرقا
pos,جمييل شاء الل rose
pos,سير تحد rolling_on_the_floor_laughing
pos,اجعلوهاا ليل ارخ اجعلوهاا ليل حكى بيه ارب eagle red_heart flexed_biceps
pos,فرق ايم عدي ايم خبر فرق عنصر smiling_face
pos,رب اخ لك الد ام صدق صدق واخ خلق عزز قلب قرب فؤد صم رئع قلب نهو
pos,جمل نظر smiling_face_with_sunglasses
pos,قل الل الل صمد الد
pos,الل وجى كثر اجب ليل طار sparkling_heart
pos,وضح وسى face_with_tears_of_joy
pos,انا منگ نتگ امگ ختگ حبيبتگ خنق حسن قدر تعش غيريول قدر اعش smiling_face_with_heart-eyes smiling_face
pos,الل برك لسم smiling_face_with_heart-eyes
pos,هرج لسن بنء فتر صبح فئز chequered_flag
pos,هه face_with_tears_of_joy
pos,گنز گنز جن احل ال الل احل ال الل احل ال الل leaf_fluttering_in_wind
pos,دمي الل لي ابا عجز عطء ابد دمي الل لي ثقل حب two_hearts
pos,صبح خير leaf_fluttering_in_wind
pos,حب رب لئك الل سعد two_hearts
pos,دمر بلد عرق سمع اير ماتدمر قدم سعد امم شيع عرق ظهر عمم حقق تبع اخ
pos,اوع ريمونتدا يا عم حج face_with_tears_of_joy
pos,الل رحم يرب اهل
pos,خطأ غفر شكر زاد قصر ستر دعا جاب خاب رجء رب ريم green_heart
pos,تحد انة لست عشق اتا بق thumbs_up
pos,بما جن لآ آشيآء جمل
pos,صبح ثور ثور لس سمر يا ناس sparkling_heart
pos,فني بقى وجه رب كرم red_heart
pos,شسي طرى لي سعد صحب مبط اجت
pos,قضى زيد جز الل خير جزء حب سأل ذي cherry_blossom
pos,سم امر حمد سلم انت صحف ماتعرف ال كتب ثني خل دير الل حفظ مال خص face_with_tears_of_joy
pos,صبح جمل ادم سعد قلب herb
pos,لاو قل رب عوذ بك همز شيط عاذ بك رب حضر جاء red_heart red_heart
pos,ميد شرق جمع خرطوم am صبح بدن بش نعف victory_hand
pos,صبح وفق سلم رحم الل ولر جمل حكم حية rose rose
pos,شوف مخاليق صدى yellow_heart
pos,عوى شاف برء وجه face_with_tears_of_joy
pos,حبا قصم الل face_with_tears_of_joy
pos,حكم نقل قيد جن مني حكم نقل قيد جلس عسكر حكم نقل مدن حكم نقل cross_mark_button cross_mark_button cross_mark_button
pos,مطر cloud_with_rain blue_heart
pos,عش هبطط وزى نفز كسي ملك pensive_face full_moon_face
pos,راز جيسو حدث عقد ادء جين solo قدم منى ادء جيد two_hearts
pos,حكم غلط بنت قصر ترى طول بلس face_with_tears_of_joy
pos,لحظ غرب عدس زمل عبدالرحمن فيف وثق لحظ غرب حفظ يفء sparkler
pos,بما سقط قرب ماع زطة بئى شرف طلب اهل يلل خل يم face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Turkey Iran face_with_tears_of_joy
pos,لك حمد شكر
pos,محب ندي سفر خير الل كفل قيم ذكر وجه غد شكر police_car_light yellow_heart
pos,مطر نجد روى قلب علل green_heart
pos,بما نهو عيد قرب ايش راي احط هالتويتة حلو عبي لبس عيد شيء ثني عش two_hearts
pos,الل رار نظر عنء رقب قبض خوف طمئ فرج الل cherry_blossom
pos,هذأ عنى قنع فگر رآق guitar
pos,ختم عب god of war smiling_face
pos,سعد رحۃ بال جمل ستر أگف حلل متع صحۃ دئم
pos,رجل الل رب عاك يرب فرح هرد heart_suit
pos,ماش قدر مر ستع صدق
pos,رهف ملي ثره شوق smiling_face_with_heart-eyes
pos,امن شعر بادل ريح سوء همم همل حب كره
pos,الل شفى عفى شفء غدر سقم جمع رضى سلم yellow_heart
pos,تب خلى فاز سبك تب بطح لك ريد الل face_with_tears_of_joy
pos,كنسل خفى دمع ضحك
pos,اذن الل صصر افه خوف بدا نصر سحق ورب وفق اذن الل ارب فائل smiling_face_with_heart-eyes
pos,غمد leaf_fluttering_in_wind tulip leaf_fluttering_in_wind tulip tulip tulip tulip tulip
pos,كيدد تر ماس سكت grinning_face_with_sweat
pos,ومس يا همس عجب ايم عجب smiling_face_with_heart-eyes top_hat
pos,نوم هيضيع beaming_face_with_smiling_eyes
pos,ولل حبا عشق ودي face_with_tears_of_joy
pos,حلى جمل مكن سمع فتر face_with_tears_of_joy
pos,ساق بما OK_hand
pos,فكر تجن beaming_face_with_smiling_eyes
pos,لك عبد نظر فرج قرب عبد سأل شفء عبد رج نصر رحم نصر رحم يا رحم رحم green_heart
pos,عرف رجل هدى جبل جبل ورى حرم OK_hand
pos,ملا قرد لند face_with_tears_of_joy
pos,خسر لنا زي زي طقي خدم يلل حمدلل طلع بش كوس green_heart
pos,طار جمل ال يا بخت شاف
pos,رب امن جمع شاء red_heart blue_heart
pos,منى فيف نقط هلل قفل دور سعد فشل خلى smiling_face_with_smiling_eyes
pos,جمل صور لكم camera_with_flash smiling_face_with_heart-eyes
pos,سلك أسم فتح فتح خير وفق two_hearts
pos,نجم ريق سيد قار نمى وفى smiling_face_with_sunglasses
pos,اهم شي خلق face_with_tears_of_joy
pos,الل جز خير يا صدق جدد جيسوس صدق خلص grinning_squinting_face
pos,اذل ذل صحو ضعف victory_handmedium-light_skin_tone yellow_heart
pos,حلو اوي cherry_blossom
pos,صبح سعد فرح قلب heart_suit
pos,سرر face_with_tears_of_joy
pos,غفر صلة رسل ﷺ كفى الل غفر ذنب لك ضيق خرج فرج sun red_heart sun
pos,علش خدر حمدالل face_with_tears_of_joy
pos,انا face_with_tears_of_joy
pos,اخر مر فرق وجه صان داونز movie_camera
pos,ذرا سول رجعول غيب قصر شكل حلى وفق قهة جمع كورتادو beating_heart
pos,لي ارح حفل rolling_on_the_floor_laughing
pos,نتا حت قلب red_heart
pos,جمل حال دكتور bouquet
pos,كثر صلة نبي حمد ﷺ جمع بدي سكن وسط دعء
pos,ماينفعش لعب اتش عود صان يم كون رجل ريق كرة قدم smiling_face_with_halo soccer_ball oncoming_fist
pos,ღ قلب وحد يم طعم بكى حزن ضيق guitar
pos,دو الم دو ايد كرمج الل عمر ديم رعي ولى smiling_face_with_heart-eyes red_heart
pos,لفا شكر درة لقى شار جرا بيت هدء صمم ابي rose
pos,ليش انا شاف قطع
pos,حرق يدر winking_face
pos,يقظ امل كوى جمل اجد حب حية rose herb cherries blossom sparkling_heart OK_hand maple_leaf smiling_face_with_smiling_eyes
pos,جوء حظ رئع ترى جمل شكل حاج صفء بال وإبتسامه أذكار تحص كره صبح جمل جمل جود heart_suit
pos,وحد شن مكن جد انة موت ملل
pos,يرب مطر قل جمع افي قلب كوى yellow_heart
pos,نوم سلع شن slightly_smiling_face
pos,خار ختر سند بقى ضعف two_hearts
pos,فين جنن غيم صفح غيم فين هدء ريح عصف two_hearts
pos,الل بوى عمر هذي هدا طفل هالعمر خصص طفل هالجيل face_with_tears_of_joy
pos,اه نسى اقل حاج علش انا حب حضن لي حتو ضيق عيط كوى رهق حضن يبق امن سبل face_with_tears_of_joy heart_suit heart_suit
pos,هذي طول وسم فرح سنو جاي face_with_tears_of_joy
pos,وحد beaming_face_with_smiling_eyes
pos,عيب بقى فخر جرب غلط عنى face_with_tears_of_joy
pos,خوى تان وهى قلب لاس طاب rolling_on_the_floor_laughing
pos,صبح خير عفي رضا بما تمس ايم قدم جمل cherry_blossom
pos,حدى وشى هالاكل winking_face_with_tongue
pos,صور امر صور وحد با صور ابي
pos,غمض خلى قطع نعد مر صور حمدلل اقل شي غلط relieved_face
pos,الل حفظ وين اكن
pos,قمن ادئ كوتشيل سعة كمل نجح برل video_camera growing_heart
pos,chkn رند كوة تخصص رجر دجج صغر جلس خرج جرب يبل شاك يدر ذيذ بيس orange_heart face_savoring_food
pos,جف دمع آقك زول سود ليل طلع جر دام حفظ رحم dove folded_hands
pos,اها طلع حرم عذر رد حرم beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes
pos,دعى دعى عزا حبا فرح طمئ طرف خرج وام
pos,غآدر صمت امل broken_heart sparkling_heart cherry_blossom cherry_blossom cherry_blossom cherry_blossom sparkles cherry_blossom
pos,امن rose
pos,رغم الم ازل بسم نقل قدم جمل rose
pos,انا جبل rolling_on_the_floor_laughing
pos,نزل الل ليل سمء دنا اقل سئل عطى غفر غفر تئب yellow_heart thought_balloon herb thought_balloon sheaf_of_rice
pos,بسم نصر yellow_heart
pos,حسا شي انا ولى قصد شكل لي خرج لي معي فصل face_with_tears_of_joy two_hearts broken_heart red_heart
pos,درس شرح رحم الل فضل speaker_high_volume blue_book studio_microphone
pos,ال كيد زاد yellow_heart
pos,ايش زعل smiling_face_with_smiling_eyes
pos,سعد فصل بسط محب هدء سمع فن قدم قطف دآخل غرف violin sunflower hot_beverage
pos,لبى قلب smiling_face_with_heart-eyes
pos,ربنآ صبح لك شآكر ذآكر حمد رضي توكل لك حمد لك شكر رب اتم
pos,عوذ بك كسر بسم لرح عاذ بك رب حزن اكل قلب رهق عمر purple_heart
pos,حب هذي خدع اسي دكتور عش عنى تعد ال smiling_face_with_sunglasses
pos,سأل فقه ذمة صيم قضء جاز صام صيم سحب تلي حب صام ايم memo
pos,حسا اني تحمس كثر grinning_face_with_sweat
pos,حبب يهي smiling_face_with_heart-eyes
pos,لأمواتنآ زآن الل قبر ظلم نور لين ظلآم ادم رمد
pos,رب وفق رب خلى يا رب heart_suit
pos,صبح صبح مطر blue_heart sweat_droplets
pos,اضع قلب يد عبث همل حت صرخ ندم جرح عمق اطب يقظ صنع
